Name,Year,Platform,Platform_Generation,Platform_Company,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Dragon Ball Z: Budokai,2002,PS2,6th,Sony,2.17,0.28,0.55,3.09
Madden NFL 2002,2001,PS2,6th,Sony,2.5,0.16,0.01,3.08
Borderlands 2,2012,X360,7th,Microsoft,1.89,0.91,0.04,3.07
Mass Effect 3,2012,X360,7th,Microsoft,1.94,0.86,0.03,3.07
Kung Fu Panda,2008,X360,7th,Microsoft,1.91,0.84,0,3.05
Far Cry 3,2012,X360,7th,Microsoft,1.38,1.35,0.02,3.04
Epic Mickey,2010,Wii,7th,Nintendo,2.06,0.64,0.12,3.04
Saints Row 2,2008,X360,7th,Microsoft,1.94,0.8,0.02,3.03
Rayman,1995,PS,5th,Sony,1.54,1.33,0,3.03
Killzone 2,2009,PS3,7th,Sony,1.4,1.07,0.08,3.02
Tom Clancy's Splinter Cell,2002,XB,6th,Microsoft,1.85,1.04,0,3.02
WWE SmackDown! Shut Your Mouth,2002,PS2,6th,Sony,1.45,1.13,0.07,3.02
Gears of War: Ultimate Edition,2015,XOne,8th,Microsoft,2.38,0.32,0,3
NBA 2K13,2012,X360,7th,Microsoft,2.6,0.21,0.01,3
Dragon Ball Z: Budokai Tenkaichi 3,2007,PS2,6th,Sony,1.15,0,0.76,3
Middle-Earth: Shadow of Mordor,2014,PS4,8th,Sony,1.01,1.41,0.05,2.99
Star Fox,1993,SNES,4th,Nintendo,1.61,0.51,0.8,2.99
World Soccer Winning Eleven 6 International,2002,PS2,6th,Sony,0.12,1.26,1.16,2.99
Devil May Cry,2001,PS2,6th,Sony,1.36,0.86,0.64,2.99
Battlefield: Bad Company 2,2010,PS3,7th,Sony,1.33,1.12,0.08,2.97
Sonic Heroes,2003,PS2,6th,Sony,1.04,1.37,0.06,2.96
Hitman 2: Silent Assassin,2002,PS2,6th,Sony,1.36,1.15,0.04,2.96
Street Fighter IV,2009,X360,7th,Microsoft,1.82,0.71,0.15,2.95
Wave Race 64,1996,N64,5th,Nintendo,1.98,0.58,0.34,2.94
SOCOM II: U.S. Navy SEALs,2003,PS2,6th,Sony,2.22,0.51,0.06,2.94
WWE SmackDown! vs. RAW 2006,2005,PS2,6th,Sony,1.45,1.11,0.04,2.94
inFAMOUS,2009,PS3,7th,Sony,1.76,0.69,0.12,2.94
Mass Effect,2007,X360,7th,Microsoft,1.83,0.8,0.03,2.93
WarioWare: Smooth Moves,2006,Wii,7th,Nintendo,0.87,1.06,0.73,2.92
Cooking Mama: Cook Off,2007,Wii,7th,Nintendo,1.43,1.13,0.05,2.91
FIFA 14,2013,PS4,8th,Sony,0.61,1.85,0.11,2.9
Titanfall,2014,XOne,8th,Microsoft,1.84,0.8,0.04,2.9
Sonic Mega Collection Plus,2004,PS2,6th,Sony,1.54,1.14,0,2.9
Sega Superstars Tennis,2008,X360,7th,Microsoft,1.75,0.86,0,2.9
World Soccer Winning Eleven 7 International,2003,PS2,6th,Sony,0.08,1.24,1.13,2.9
Need for Speed: Most Wanted,2012,PS3,7th,Sony,0.71,1.51,0.06,2.89
Hot Shots Golf 3,2001,PS2,6th,Sony,0.99,0.32,1.38,2.89
Call of Duty: Finest Hour,2004,PS2,6th,Sony,1.51,1.12,0.01,2.89
Zumba Fitness 2,2011,Wii,7th,Nintendo,1.54,1.07,0,2.88
Syphon Filter,1999,PS,5th,Sony,2.03,0.72,0.02,2.88
Colin McRae Rally,1998,PS,5th,Sony,0.09,2.43,0.12,2.87
Call of Duty: Ghosts,2013,XOne,8th,Microsoft,1.87,0.77,0,2.86
Madden NFL 13,2012,X360,7th,Microsoft,2.53,0.16,0,2.86
The Elder Scrolls III: Morrowind,2002,XB,6th,Microsoft,2.09,0.63,0.03,2.86
Mortal Kombat,2011,PS3,7th,Sony,1.98,0.55,0,2.85
F-Zero,1990,SNES,4th,Nintendo,1.37,0.51,0.89,2.85
Yoshi's Story,1997,N64,5th,Nintendo,1.29,0.53,0.98,2.85
Skylanders: Spyro's Adventure,2011,Wii,7th,Nintendo,1.4,1.14,0,2.85
FIFA 16,2015,PS3,7th,Sony,0.4,1.98,0.05,2.85
Assassin's Creed: Brotherhood,2010,PS3,7th,Sony,1.87,0.57,0.11,2.84
BioShock,2007,X360,7th,Microsoft,1.65,0.86,0.05,2.83
Madden NFL 10,2009,X360,7th,Microsoft,2.52,0.09,0,2.83
Medal of Honor,2010,PS3,7th,Sony,1.28,1.05,0.07,2.83
WWE SmackDown! vs. Raw,2002,PS2,6th,Sony,1.32,1.08,0.04,2.83
Metroid Prime,2002,GC,6th,Nintendo,1.96,0.67,0.1,2.82
Need for Speed: Hot Pursuit,2010,PS3,7th,Sony,1.05,1.25,0.03,2.81
WWE SmackDown! Here Comes the Pain,2003,PS2,6th,Sony,1.32,1.06,0.04,2.8
Star Wars: The Force Unleashed,2008,X360,7th,Microsoft,1.74,0.8,0,2.8
Hot Shots Golf,1997,PS,5th,Sony,0.29,0.2,2.13,2.79
Killzone 3,2011,PS3,7th,Sony,1.45,0.88,0.09,2.79
A Bug's Life,1998,PS,5th,Sony,1.96,0.72,0,2.79
WWF SmackDown! Just Bring It,2001,PS2,6th,Sony,1.19,1.15,0.04,2.79
Dragon Quest V: Tenkuu no Hanayome,1992,SNES,4th,Nintendo,0,0,2.78,2.79
Mortal Kombat Trilogy,1996,PS,5th,Sony,1.98,0.7,0,2.79
NBA Street,2001,PS2,6th,Sony,2.19,0.22,0,2.79
Jak II,2003,PS2,6th,Sony,1.68,0.74,0,2.78
inFAMOUS: Second Son,2014,PS4,8th,Sony,1.27,0.97,0.07,2.78
Ratchet & Clank: Going Commando,2003,PS2,6th,Sony,1.44,0.83,0.26,2.78
Tekken 6,2009,PS3,7th,Sony,1.2,0.98,0.17,2.78
The Sims,2003,PS2,6th,Sony,1.41,1.12,0,2.77
Sonic and the Secret Rings,2007,Wii,7th,Nintendo,1.24,1.2,0.04,2.77
Saints Row: The Third,2011,X360,7th,Microsoft,1.25,1.15,0.07,2.77
Mario Paint,1992,SNES,4th,Nintendo,1.43,0.54,0.71,2.75
Assassin's Creed IV: Black Flag,2013,PS4,8th,Sony,1.07,1.31,0.06,2.74
Pokémon Stadium 2,2000,N64,5th,Nintendo,1.02,0.36,1.13,2.73
L.A. Noire,2011,X360,7th,Microsoft,1.52,0.94,0.02,2.72
Call of Duty 3,2006,X360,7th,Microsoft,1.49,0.93,0.02,2.71
Onimusha: Warlords,2001,PS2,6th,Sony,0.99,0.48,1.09,2.7
Mortal Kombat X,2015,PS4,8th,Sony,1.47,0.76,0,2.7
Mario Party,1998,N64,5th,Nintendo,1.25,0.53,0.87,2.7
Madden NFL 12,2011,X360,7th,Microsoft,2.42,0.11,0,2.69
LEGO Star Wars II: The Original Trilogy,2006,PS2,6th,Sony,1.85,0.64,0.01,2.69
Madden NFL 11,2010,X360,7th,Microsoft,2.38,0.12,0,2.69
Skate 3,2010,X360,7th,Microsoft,1.46,0.98,0,2.68
Burnout 3: Takedown,2004,PS2,6th,Sony,1.23,1.11,0,2.68
Need for Speed: Shift,2009,PS3,7th,Sony,0.69,1.41,0.04,2.68
Final Fantasy XIII-2,2011,PS3,7th,Sony,0.78,0.75,0.89,2.68
Mortal Kombat,1992,GEN,4th,Sega,1.95,0.63,0,2.67
Call Of Duty 2: Big Red One,2005,PS2,6th,Sony,1.48,0.92,0.01,2.67
Guitar Hero: World Tour,2008,X360,7th,Microsoft,1.78,0.64,0,2.67
Medal of Honor,1998,PS,5th,Sony,1.44,1.09,0,2.67
Fable,2004,XB,6th,Microsoft,1.99,0.58,0,2.66
Tom Clancy's Splinter Cell,2003,PS2,6th,Sony,1.15,1.11,0,2.65
Skylanders Giants,2012,Wii,7th,Nintendo,1.56,0.88,0,2.65
Star Wars: Shadows of the Empire,1996,N64,5th,Nintendo,2,0.5,0.12,2.65
LEGO Star Wars: The Complete Saga,2007,X360,7th,Microsoft,1.53,0.87,0,2.64
Midnight Club: Street Racing,2000,PS2,6th,Sony,2,0.47,0.02,2.63
Halo Wars,2009,X360,7th,Microsoft,1.53,0.82,0.04,2.63
God of War Collection,2009,PS3,7th,Sony,1.7,0.46,0.06,2.63
ESPN NFL 2K5,2004,PS2,6th,Sony,2.15,0.12,0,2.62
Mario Strikers Charged,2007,Wii,7th,Nintendo,1.07,1.06,0.24,2.62
Medal of Honor,2010,X360,7th,Microsoft,1.55,0.81,0.04,2.62
FIFA Soccer 10,2009,X360,7th,Microsoft,0.59,1.79,0.01,2.62
NBA 2K12,2011,X360,7th,Microsoft,2.31,0.14,0.01,2.62
Harry Potter and the Chamber of Secrets,2002,PS2,6th,Sony,0.9,1.22,0.04,2.61
Super Mario All-Stars: Limited Edition,2010,Wii,7th,Nintendo,1.02,0.52,0.92,2.6
Streets of Rage,1990,GEN,4th,Sega,1.86,0.55,0.11,2.6
FIFA Soccer 09,2008,PS3,7th,Sony,0.48,1.63,0.04,2.59
Ratchet & Clank Future: Tools of Destruction,2007,PS3,7th,Sony,0.93,1.12,0.08,2.59
NBA Live 2005,2004,PS2,6th,Sony,2.03,0.21,0,2.59
Killzone: Shadow Fall,2013,PS4,8th,Sony,0.89,1.33,0.07,2.58
Ghostbusters: The Video Game (DS Version),2009,X360,7th,Microsoft,1.04,1.24,0.03,2.58
WWE SmackDown vs. RAW 2007,2006,PS2,6th,Sony,1.4,0.88,0.03,2.58
Ratchet & Clank: Up Your Arsenal,2004,PS2,6th,Sony,1.31,0.74,0.31,2.57
Dragon Age: Origins,2009,X360,7th,Microsoft,1.76,0.56,0.03,2.57
Madden NFL 08,2007,PS2,6th,Sony,2.14,0.08,0,2.57
Sonic Adventure 2 Battle,2001,GC,6th,Nintendo,1.7,0.59,0.21,2.56
Madden NFL 13,2012,PS3,7th,Sony,2.11,0.23,0,2.56
Pokémon Colosseum,2003,GC,6th,Nintendo,1.21,0.57,0.7,2.54
Deca Sports,2008,Wii,7th,Nintendo,1.13,0.87,0.29,2.54
Madden NFL 09,2008,X360,7th,Microsoft,2.21,0.12,0,2.54
Crazy Taxi,2001,PS2,6th,Sony,1.13,1.12,0.06,2.52
Perfect Dark,2000,N64,5th,Nintendo,1.55,0.75,0.16,2.52
Game Party,2007,Wii,7th,Nintendo,1.5,0.78,0,2.52
Tomb Raider (2013),2013,PS3,7th,Sony,0.6,1.31,0.08,2.51
Marvel: Ultimate Alliance,2006,X360,7th,Microsoft,2.29,0.02,0,2.5
PES 2009: Pro Evolution Soccer,2008,PS2,6th,Sony,0.13,0.07,0.26,2.5
Mario Party 2,1999,N64,5th,Nintendo,1.28,0.14,1.08,2.5
Saints Row: The Third,2011,PS3,7th,Sony,0.86,1.06,0.18,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,XB,6th,Microsoft,1.84,0.56,0,2.49
LEGO Harry Potter: Years 1-4,2010,Wii,7th,Nintendo,1.29,0.97,0,2.49
Mortal Kombat: Deadly Alliance,2002,PS2,6th,Sony,1.81,0.52,0,2.49
Resistance 2,2008,PS3,7th,Sony,1.15,0.85,0.1,2.48
Pure,2008,X360,7th,Microsoft,1.38,0.85,0,2.48
Tomb Raider: The Last Revelation,1998,PS,5th,Sony,1.15,1.14,0.06,2.48
NBA 2K13,2012,PS3,7th,Sony,1.72,0.44,0.05,2.48
NBA 2K14,2013,X360,7th,Microsoft,2.1,0.2,0,2.47
Mario Party 4,2002,GC,6th,Nintendo,1.13,0.36,0.92,2.47
uDraw Studio,2010,Wii,7th,Nintendo,1.67,0.58,0,2.46
Midnight Club: Los Angeles,2008,PS3,7th,Sony,1.55,0.54,0.05,2.45
Final Fantasy V,1992,SNES,4th,Nintendo,0,0,2.43,2.45
Final Fantasy Tactics,1997,PS,5th,Sony,0.93,0.12,1.34,2.45
Twisted Metal 2,1996,PS,5th,Sony,2.12,0.25,0,2.44
Halo: Combat Evolved Anniversary,2011,X360,7th,Microsoft,1.44,0.73,0.04,2.44
The Sims: Bustin' Out,2003,PS2,6th,Sony,1.07,1.19,0,2.43
Tom Clancy's Rainbow Six: Vegas 2,2008,X360,7th,Microsoft,1.56,0.61,0.02,2.42
Sonic Adventure,1998,DC,6th,Sega,1.26,0.61,0.46,2.42
pro evolution soccer 2011,2010,PS3,7th,Sony,0.29,1.18,0.54,2.42
Dragon Ball Z: Budokai 2,2003,PS2,6th,Sony,1.63,0.22,0.51,2.41
ATV Offroad Fury,2001,PS2,6th,Sony,2.07,0.26,0,2.41
Dino Crisis,1998,PS,5th,Sony,0.81,0.76,0.7,2.41
Minecraft,2014,XOne,8th,Microsoft,1.43,0.76,0,2.41
Need for Speed: ProStreet,2007,PS2,6th,Sony,0.69,0,0.04,2.41
Madden NFL 16,2015,XOne,8th,Microsoft,2.07,0.08,0,2.4
Tetris Plus,1996,PS,5th,Sony,2.1,0.24,0,2.4
Need for Speed (2015),2015,PS4,8th,Sony,0.49,1.49,0.05,2.39
Zumba Fitness,2010,X360,7th,Microsoft,1.74,0.48,0,2.39
Batman: Arkham Origins,2013,PS3,7th,Sony,1.07,0.87,0.04,2.39
Dead Island,2011,X360,7th,Microsoft,1.48,0.71,0,2.39
Guitar Hero,2005,PS2,6th,Sony,1.67,0.61,0.03,2.38
LEGO Star Wars: The Complete Saga,2007,PS3,7th,Sony,1.02,0.97,0,2.38
Kinect: Disneyland Adventures,2011,X360,7th,Microsoft,1.73,0.46,0.02,2.38
WCW/nWo Revenge,1998,N64,5th,Nintendo,1.94,0.39,0.03,2.38
Bloodborne,2015,PS4,8th,Sony,1,0.76,0.26,2.38
NBA 2K15,2014,PS4,8th,Sony,1.46,0.54,0.01,2.38
Madden NFL 11,2010,PS3,7th,Sony,2.04,0.15,0,2.38
Yu-Gi-Oh! The Duelists of the Roses,2001,PS2,6th,Sony,1.16,0.91,0,2.38
Madden NFL 08,2007,X360,7th,Microsoft,2.18,0.01,0,2.37
The Incredibles,2004,PS2,6th,Sony,0.96,1.08,0.04,2.37
Tony Hawk's Underground 2,2004,PS2,6th,Sony,1.25,0.86,0.01,2.37
Madden NFL 10,2009,PS3,7th,Sony,2.03,0.13,0,2.37
Kinect Sports: Season Two,2011,X360,7th,Microsoft,1.38,0.74,0.02,2.36
Midnight Club: Los Angeles,2008,X360,7th,Microsoft,1.68,0.46,0.01,2.35
Skylanders SWAP Force,2013,Wii,7th,Nintendo,1.32,0.83,0,2.34
WWE SmackDown vs Raw 2008,2007,PS2,6th,Sony,0.92,0,0.01,2.34
My Fitness Coach,2008,Wii,7th,Nintendo,1.2,0.9,0,2.34
Resident Evil - Code: Veronica X,2001,PS2,6th,Sony,1.08,0.7,0.34,2.34
The Sims 3,2010,X360,7th,Microsoft,1.27,0.86,0,2.33
NBA 2K16,2015,XOne,8th,Microsoft,1.93,0.14,0,2.32
Just Dance Kids,2010,Wii,7th,Nintendo,1.57,0.56,0,2.32
Mario Tennis,2000,N64,5th,Nintendo,0.78,0.4,1.06,2.32
Grand Theft Auto,1997,PS,5th,Sony,0.79,1.35,0.04,2.32
James Bond 007: Everything or Nothing,2004,PS2,6th,Sony,0.85,1.06,0.09,2.31
Need For Speed: High Stakes,1999,PS,5th,Sony,1.58,0.64,0,2.31
Chrono Trigger,1995,SNES,4th,Nintendo,0.28,0,2.02,2.31
Cool Boarders 3,1998,PS,5th,Sony,1.65,0.46,0.1,2.31
LEGO Marvel Super Heroes,2013,X360,7th,Microsoft,1.24,0.85,0,2.3
Dead Island,2011,PS3,7th,Sony,1.08,0.75,0.15,2.29
God of War: Ascension,2013,PS3,7th,Sony,1.23,0.68,0.04,2.29
Need for Speed Underground 2,2004,XB,6th,Microsoft,1.38,0.8,0,2.28
Pro Evolution Soccer 2010,2009,PS3,7th,Sony,0.3,1.27,0.46,2.28
Just Dance 2015,2014,Wii,7th,Nintendo,1.11,0.98,0,2.28
FIFA Soccer 09,2008,PS2,6th,Sony,0.38,0.07,0.01,2.28
Star Wars: The Force Unleashed,2008,PS3,7th,Sony,1.01,0.9,0,2.28
Borderlands 2,2012,PS3,7th,Sony,1.05,0.77,0.1,2.28
TOCA Touring Car Championship,1997,PS,5th,Sony,0.07,2,0.02,2.28
Sonic's Ultimate Genesis Collection,2009,PS3,7th,Sony,1.34,0.62,0,2.27
Super Monkey Ball: Banana Blitz,2006,Wii,7th,Nintendo,1.07,0.92,0.04,2.27
Guitar Hero III: Legends of Rock,2007,PS3,7th,Sony,1.4,0.54,0.02,2.26
Resident Evil 4,2007,Wii,7th,Nintendo,1.34,0.57,0.14,2.26
Onimusha 2: Samurai's Destiny,2002,PS2,6th,Sony,0.62,0.44,1.06,2.25
Cool Boarders 2,1997,PS,5th,Sony,1.52,0.46,0.2,2.25
Paper Mario: The Thousand-Year Door,2004,GC,6th,Nintendo,1.48,0.25,0.46,2.25
Madden NFL 12,2011,PS3,7th,Sony,1.93,0.15,0,2.25
Monster Hunter Tri,2009,Wii,7th,Nintendo,0.67,0.41,1.05,2.25
Dance Dance Revolution X2,2009,PS2,6th,Sony,1.09,0.85,0,2.23
New Super Luigi U,2013,WiiU,8th,Nintendo,1.27,0.62,0.18,2.22
Prince of Persia: The Sands of Time,2003,PS2,6th,Sony,0.88,1.03,0,2.22
Need for Speed: Hot Pursuit,2010,X360,7th,Microsoft,1.03,0.98,0,2.22
BioShock 2,2010,X360,7th,Microsoft,1.45,0.55,0.02,2.21
Assassin's Creed IV: Black Flag,2013,XOne,8th,Microsoft,1.47,0.55,0,2.21
Devil May Cry 3: Dante's Awakening Special Edition,2006,PS2,6th,Sony,1.06,0.82,0.05,2.21
Rock Band 2,2008,X360,7th,Microsoft,1.78,0.24,0,2.2
Guitar Hero II,2007,X360,7th,Microsoft,2.01,0.02,0,2.2
Sonic Unleashed,2008,Wii,7th,Nintendo,1.28,0.68,0.02,2.2
Pro Evolution Soccer 2012,2011,PS3,7th,Sony,0.34,0.97,0.55,2.19
Saints Row,2006,X360,7th,Microsoft,1.17,0.78,0.02,2.19
Star Wars: Knights of the Old Republic,2003,XB,6th,Microsoft,1.68,0.44,0,2.19
Hitman: Absolution,2012,PS3,7th,Sony,0.59,1.07,0.07,2.19
ATV Offroad Fury 2,2002,PS2,6th,Sony,1.92,0.2,0,2.18
Forza Motorsport 5,2013,XOne,8th,Microsoft,1.21,0.78,0.01,2.18
Madden NFL 25,2013,X360,7th,Microsoft,1.97,0.07,0,2.18
Final Fantasy XIII,2010,X360,7th,Microsoft,1.27,0.68,0.01,2.17
Star Wars: Rogue Squadron,1998,N64,5th,Nintendo,1.6,0.46,0.08,2.17
Your Shape featuring Jenny McCarthy,2009,Wii,7th,Nintendo,1.51,0.47,0,2.16
Syphon Filter 2,2000,PS,5th,Sony,1.5,0.55,0.02,2.15
Tom Clancy's Rainbow Six: Siege,2015,PS4,8th,Sony,0.54,1.16,0.13,2.15
FIFA 15,2014,XOne,8th,Microsoft,0.6,1.41,0,2.15
Super Mario RPG: Legend of the Seven Stars,1996,SNES,4th,Nintendo,0.66,0,1.45,2.14
Dance Dance Revolution Extreme,2004,PS2,6th,Sony,1.04,0.81,0,2.13
Far Cry: Primal,2016,PS4,8th,Sony,0.59,1.16,0.06,2.13
Kirby's Epic Yarn,2010,Wii,7th,Nintendo,1.47,0.09,0.45,2.12
Project Gotham Racing,2001,XB,6th,Microsoft,1.37,0.61,0.05,2.12
NBA 2K12,2011,PS3,7th,Sony,1.61,0.27,0.05,2.11
Borderlands,2009,PS3,7th,Sony,1.2,0.62,0,2.11
Tony Hawk's Pro Skater,2000,N64,5th,Nintendo,1.68,0.4,0,2.11
PES 2009: Pro Evolution Soccer,2008,PS3,7th,Sony,0.11,1.34,0.4,2.11
Need for Speed: Hot Pursuit 2,2002,PS2,6th,Sony,1.68,0.31,0.02,2.11
Mario Sports Mix,2010,Wii,7th,Nintendo,0.9,0.45,0.63,2.11
Dynasty Warriors 4,2003,PS2,6th,Sony,0.63,0.21,1.13,2.11
Mortal Kombat,2011,X360,7th,Microsoft,1.63,0.33,0,2.11
Parasite Eve,1998,PS,5th,Sony,0.94,0.07,1.05,2.1
Scooby-Doo! Night of 100 Frights,2002,PS2,6th,Sony,1.17,0.72,0,2.1
Project Gotham Racing (JP weekly sales),2002,XB,6th,Microsoft,1.54,0.44,0.04,2.1
Portal 2,2011,X360,7th,Microsoft,1.41,0.51,0.01,2.1
Devil May Cry 3: Dante's Awakening,2005,PS2,6th,Sony,0.99,0.63,0.29,2.09
Derby Stallion,1997,PS,5th,Sony,0,0,1.96,2.09
Dead Rising,2006,X360,7th,Microsoft,1.16,0.65,0.08,2.09
Finding Nemo,2003,PS2,6th,Sony,1.26,0.6,0.05,2.09
NBA 2K11,2010,X360,7th,Microsoft,1.84,0.12,0.01,2.09
Wipeout: The Game,2009,Wii,7th,Nintendo,1.97,0,0,2.09
Battlefield: Hardline,2015,PS4,8th,Sony,0.7,0.93,0.14,2.09
Tetris Worlds,2002,PS2,6th,Sony,1.11,0.71,0,2.08
Need For Speed: Undercover,2008,PS3,7th,Sony,0.63,1.02,0.05,2.08
Dance Dance Revolution: Hottest Party,2007,Wii,7th,Nintendo,1.36,0.52,0,2.08
Mario Party 5,2003,GC,6th,Nintendo,0.97,0.33,0.73,2.08
Ghostbusters: The Video Game (DS Version),2010,PS3,7th,Sony,0.59,0.99,0.13,2.08
Skate 3,2010,PS3,7th,Sony,0.79,0.94,0,2.08
Spec Ops: Airborne Commando,2002,PS,5th,Sony,1.54,0.46,0,2.07
UFC 2009 Undisputed,2009,X360,7th,Microsoft,1.48,0.39,0,2.07
Dark Souls,2011,PS3,7th,Sony,0.75,0.54,0.54,2.07
Need for Speed: ProStreet,2007,X360,7th,Microsoft,1.04,0.8,0.01,2.06
The Sims 3,2010,PS3,7th,Sony,0.73,0.97,0.02,2.06
Tom Clancy's Splinter Cell: Conviction,2010,X360,7th,Microsoft,1.2,0.63,0.04,2.06
R4: Ridge Racer Type 4,1998,PS,5th,Sony,0.68,0.46,0.79,2.06
SoulCalibur II,2003,PS2,6th,Sony,1.06,0.62,0.13,2.06
Need for Speed: ProStreet,2007,PS3,7th,Sony,0.73,0.92,0.04,2.05
NBA 2K14,2013,PS3,7th,Sony,1.43,0.33,0.04,2.05
Sonic Mega Collection,2002,GC,6th,Nintendo,1.47,0.48,0.05,2.05
Diablo III,2013,PS3,7th,Sony,0.71,0.83,0.15,2.05
NBA Jam,1992,GEN,4th,Sega,1.75,0.25,0,2.05
PGR4 - Project Gotham Racing 4,2007,X360,7th,Microsoft,0.48,1.29,0.02,2.05
Dance Central 2,2011,X360,7th,Microsoft,1.45,0.42,0.01,2.04
Rayman Raving Rabbids: TV Party,2008,Wii,7th,Nintendo,0.73,1.09,0,2.04
SOCOM: U.S. Navy SEALs: Combined Assault,2006,PS2,6th,Sony,1.74,0.02,0,2.04
Peter Jackson's King Kong: The Official Game of the Movie,2005,PS2,6th,Sony,0.71,1.02,0,2.04
Need for Speed: The Run,2011,PS3,7th,Sony,0.58,1.06,0.03,2.04
Madden NFL 15,2014,PS4,8th,Sony,1.53,0.25,0,2.03
1080°: TenEighty Snowboarding,1998,N64,5th,Nintendo,1.25,0.61,0.13,2.03
Just Dance 3,2011,X360,7th,Microsoft,1.47,0.4,0,2.03
NBA Live 2004,2003,PS2,6th,Sony,1.57,0.18,0,2.03
Dead Space,2008,PS3,7th,Sony,1.05,0.67,0,2.02
Call of Duty 2,2005,X360,7th,Microsoft,1.81,0.05,0.01,2.02
Madden NFL 15,2014,X360,7th,Microsoft,1.76,0.09,0,2.02
Forza Horizon,2012,X360,7th,Microsoft,0.82,0.98,0.04,2.02
Tom Clancy's The Division,2016,XOne,8th,Microsoft,1.2,0.62,0,2.01
LEGO Marvel Super Heroes,2013,PS3,7th,Sony,0.77,0.85,0.01,2
DriveClub,2014,PS4,8th,Sony,0.35,1.31,0.02,2
Super Street Fighter II,1993,SNES,4th,Nintendo,0.52,0.16,1.29,2
Mortal Kombat vs. DC Universe,2008,PS3,7th,Sony,1.48,0.3,0,2
Tenchu: Stealth Assassins,1997,PS,5th,Sony,0.95,0.64,0.27,1.99
Harry Potter and the Chamber of Secrets,2002,PS,5th,Sony,0.75,1.09,0.02,1.98
SimCity,1991,SNES,4th,Nintendo,0.93,0.27,0.75,1.98
Battlefield 4,2013,XOne,8th,Microsoft,1.25,0.58,0,1.98
Resident Evil 6,2012,X360,7th,Microsoft,1.11,0.63,0.07,1.98
Dragon Age: Inquisition,2014,PS4,8th,Sony,0.72,0.86,0.08,1.97
Spyro: Enter the Dragonfly,2002,PS2,6th,Sony,0.74,0.95,0,1.97
Call of Duty: World at War,2008,Wii,7th,Nintendo,1.2,0.59,0,1.97
Devil May Cry 2,2003,PS2,6th,Sony,0.71,0.58,0.51,1.97
Burnout Paradise,2008,PS3,7th,Sony,1.01,0.64,0.02,1.97
BioShock Infinite,2013,X360,7th,Microsoft,1.22,0.57,0.02,1.96
Tom Clancy's Rainbow Six: Vegas,2006,X360,7th,Microsoft,1.09,0.65,0.02,1.96
Destiny,2014,X360,7th,Microsoft,1.3,0.49,0,1.95
Crash Nitro Kart,2003,PS2,6th,Sony,0.74,1.01,0,1.95
Grand Theft Auto: San Andreas,2005,XB,6th,Microsoft,1.26,0.61,0,1.95
NBA Street Vol. 2,2003,PS2,6th,Sony,1.69,0.2,0,1.95
Def Jam Vendetta,2003,PS2,6th,Sony,0.95,0.74,0,1.94
FIFA Soccer 09,2008,X360,7th,Microsoft,0.49,1.26,0.01,1.94
Scooby Doo and the Cyber Chase,2001,PS,5th,Sony,0.59,1.23,0,1.94
Dragon Ball Z: Budokai 3,2004,PS2,6th,Sony,1.09,0.15,0.65,1.94
Jet Moto 2,1997,PS,5th,Sony,1.41,0.42,0.03,1.94
Tom Clancy's Ghost Recon,2002,PS2,6th,Sony,1.42,0.4,0,1.94
X-Men Legends,2004,PS2,6th,Sony,1,0.72,0,1.93
Batman: Arkham Origins,2013,X360,7th,Microsoft,1.15,0.61,0,1.93
Guitar Hero: World Tour,2008,PS3,7th,Sony,1.1,0.56,0,1.93
Mortal Kombat II,1993,SNES,4th,Nintendo,1.48,0.39,0,1.93
Virtua Fighter 2,1995,SAT,5th,Sega,0.34,0.26,1.3,1.93
Mortal Kombat vs. DC Universe,2008,X360,7th,Microsoft,1.53,0.24,0,1.93
Watch Dogs,2014,PS3,7th,Sony,0.56,0.89,0.1,1.93
Mario Super Sluggers,2008,Wii,7th,Nintendo,1.51,0,0.29,1.93
Tomb Raider (2013),2013,X360,7th,Microsoft,0.86,0.87,0.01,1.92
Need for Speed: Shift,2009,X360,7th,Microsoft,0.73,0.97,0.01,1.92
Monopoly,2008,Wii,7th,Nintendo,0.87,0.85,0,1.92
Red Faction,2001,PS2,6th,Sony,0.76,0.96,0,1.92
MX Unleashed,2004,PS2,6th,Sony,0.94,0.73,0,1.92
PaRappa The Rapper,1996,PS,5th,Sony,0.26,0.16,1.46,1.92
Toy Story Mania!,2009,Wii,7th,Nintendo,1.06,0.67,0,1.92
Mario Party 3,2000,N64,5th,Nintendo,0.72,0.16,1.01,1.91
Star Wars: The Force Unleashed,2008,Wii,7th,Nintendo,1.14,0.57,0,1.91
Game Party 2,2008,Wii,7th,Nintendo,1.3,0.44,0,1.91
Destiny: The Taken King,2015,PS4,8th,Sony,0.77,0.78,0.04,1.91
LEGO Star Wars III: The Clone Wars,2011,Wii,7th,Nintendo,1.08,0.66,0,1.91
Star Wars Rogue Leader: Rogue Squadron II,2001,GC,6th,Nintendo,1.03,0.75,0.03,1.9
Max Payne 3,2012,PS3,7th,Sony,0.59,0.92,0.06,1.9
Need for Speed Rivals,2013,PS4,8th,Sony,0.73,0.91,0.03,1.89
Madden NFL 09,2008,PS3,7th,Sony,1.56,0.15,0,1.89
